href,text,type
https://cassette.sphdigital.com.sg/image/straitstimes/c1e2b2fcabcedb0e6323ae837b1fd1408e0b784cdae2ea983ad1d3b9ff93ecc9,"Married couple Clarke Farleigh Vincent, 73, (right) and Clarke Jean Magdelene, 78, pictured on Feb 19, 2025. Mr Clarke busts some dance moves, akin to when the couple used to go to discos to dance back in the day. ",img
https://cassette.sphdigital.com.sg/image/straitstimes/ca55b7b16286fdcdc4ea8ebec90ce25cd50d41f1f5bbf0ffed35ef88fb97b125,,img
https://cassette.sphdigital.com.sg/image/straitstimes/2d7ee860fa82c677f3dc3cef86884966cbb7bc04c3cc7fd756368f3c3585344c, ,img
https://cassette.sphdigital.com.sg/image/straitstimes/d7bc1718449ae56283d9b0c23ef829e59141309e28992f243da2894c7e6c3422,,img
https://cassette.sphdigital.com.sg/image/straitstimes/a895f41788123aaba2e7220688dbcf7e58f0c1d328d55f5d34b5b9d75d41d7ba,,img
https://cassette.sphdigital.com.sg/image/straitstimes/734fe41e94f877b7a135c2e56301acc5932e13b3027c34fe5c9e83303a03859b,"ST20250210_202594200751/BTTHAIPUSAM/Brian Teo/Mr Michael Lim, 50, who runs the Yu Feng Nam Fu Xuan Shan temple, leaving the Sri Srinivasa Perumal Temple in the wee hours of the morning on Feb 11, 2025, to embark on the 3.2km procession to Sri Thendayuthapani Temple in Tank Road during the Thaipusam festival. ST PHOTO: BRIAN TEO ",img
https://cassette.sphdigital.com.sg/image/straitstimes/710c7fb224e877386bd099d359b279cc147ebd8d11aeac4c5d0e1e7c58940e76,,img
https://cassette.sphdigital.com.sg/image/straitstimes/a3fe7f114292da89acd5b37f0e86f2bfc4e65e2157d4ba3c11d8d16cf34f49bd,,img
https://cassette.sphdigital.com.sg/image/straitstimes/39b506ccca4b0993cb5c243c0e56dfa79cfc5d0b20001e0fb10b936b2d518328,"Japanese high school student Yuzuka Sasaki (left), part of a winning team in the Beamline for Schools competition, at Cern.",img
https://cassette.sphdigital.com.sg/image/straitstimes/4c8f69f6b08b741e407d22836ea9804d7ea2e929da077b80de31d461cd979ad5,Telemedicine company Sehat Kahani co-founder and CEO and 2019 Rolex Awards Laureate Sara Saeed,img
https://cassette.sphdigital.com.sg/image/straitstimes/c6fcee8099ee9acae0ffbbbfa2fbc1fc9815db7fcff20692135c9ea89e76dadc,The Before It’s Gone (BIG) Arctic Research Expedition team pulling sledges,img
https://cassette.sphdigital.com.sg/image/straitstimes/33013a6d0009d88268246ce195961fbf9a2781d586d0571bea801640d7f46578,Indigenous animal trackers and Louis Liebenberg look at CyberTracker dashboard,img
https://cassette.sphdigital.com.sg/image/straitstimes/c0707e5e7b88e1c1a10df884927f86d327bdd436635c7938a3aa6c005aefd18a,Lin Suling,img
https://cassette.sphdigital.com.sg/image/straitstimes/12fe359efa07238e76d18c260df92235092a33ed5d50cffe4727daa3163a23ab,"ngstates - A large cutout of Prime Minister Narendra Modi and Odisha state chief Mohan Charan Majhi welcoming delegates to Utkarsh Odisha investment summit held in Bhubaneswar, the capital city of Odisha,  from Jan 28 to 29. 


ST Photo: Nirmala Ganapathy",img
https://cassette.sphdigital.com.sg/image/straitstimes/626b84781662bfca856ee199e98400e4cc7589358f26fd3f1a58ea71854ba368,,img
https://cassette.sphdigital.com.sg/image/straitstimes/bda06f8c0a395c5525a24b3d61c05a118bc2bd313aa08f0c5c64b1cd5686b79d,,img
https://cassette.sphdigital.com.sg/image/straitstimes/e655d71f58eceee83ae5711cf5c55c00e46faa2aa141233f6e125334df04931e,"(From left) Mr Christopher Lim and Ms Lim Geok Keng started their own business Chateaux, and Ms Masni Goh found purpose as a transitions coach after they were retrenched.",img
https://cassette.sphdigital.com.sg/image/straitstimes/4779ee8acbbc9086f4329dbb42e1ad6f91a170d3dfddec8096a7d35e3d18db00,Combating loneliness with a mindfulness trainer.,img
https://cassette.sphdigital.com.sg/image/straitstimes/d2774fdcf98c1bfbd0e80fb73ffa55bf2ac9552b30ecb75a4b9ac81ae184ce48,"(Clockwise from top left) A$AP Rocky, Nigo, Kendall Jenner, Kyle Smith.",img
https://cassette.sphdigital.com.sg/image/straitstimes/426d1b119522157c2f82c4024e0a0b836c5ab5528a5de28baf583c5b987c2907,"The founder of bag label Aupen, Nicholas Tan.",img
https://cassette.sphdigital.com.sg/image/straitstimes/6bfb12d4c60f1beb1a2d174fe780836ed3940b0e0e3fef20e8e8ab4755242957,"eqpicks06 - Ginger Group Shot

Source and copyright: Parkroyal on Beach Road",img
https://cassette.sphdigital.com.sg/image/straitstimes/22cb05dde333faf316f69100154aa081f49b606e4cc8ea57bdcd217bbd1e3d8c,"jspicks06 - Movie Still: Ne Zha 2

Source / Copyright: ENCORE FILMS",img
https://cassette.sphdigital.com.sg/image/straitstimes/df3622e8fdf48a398d1094caa921b71417703649f4867dbef59b5f3d5bbee77b,Investments come with certain risks. The same goes for crypto trading.,img
https://static1.straitstimes.com.sg/s3fs-public/articles/2025/01/22/hslogo.png,,img
https://cassette.sphdigital.com.sg/image/straitstimes/74a7cf9539543b1b0af2acbaefb0889d1fec6fb9be3d6619baa266a6548d1ebf,"Ms Rachel Yeo, 28, left her job in marketing to take a micro-retirement so she could experience ""living sustainably"" in New Zealand.",img
https://cassette.sphdigital.com.sg/image/straitstimes/ae0bf5dac6ca8f3ec1e1e9dd3f0b52939e8a93fa75f27e2cd87a88cd74c3e2ff,Workers who wish to start this new working relationship on a good footing can begin with seeking to understand what is important to the new manager.,img
https://cassette.sphdigital.com.sg/image/straitstimes/f14f0bb3fdb617d0d4bf9729fbff870e555c62b9492d0645f8867cf2e8a35db8,ST reporter Cherie Lok spent a week integrating AI into her life and work. ,img
https://cassette.sphdigital.com.sg/image/straitstimes/500fdf4e4dea4ca61190a98fe9302d99357028a5bee75fa5e975e879ebb56de9,Research shows pen and paper can help students learn and remember more from class.,img
https://cassette.sphdigital.com.sg/image/straitstimes/a50fc016bf939f27d6f2d7557146f68b0c94350a0521a860173ad60c4b37780a,"ST20250225-202584800731-Lim Yaohui-Angelica Ang-aapoke01/ Mr Eshpal Mann, (wearing turban) 33, sports commentator, playing Pokémon cards during tournament at Goodness Gracious Games on Feb 25, 2025. Since the lockdowns during the Covid-19 pandemic, there has been a global resurgence in interest in Pokémon trading cards - which were all the rage in the late 1990s and early 2000s. The trend has likewise reached Singapore's shores, manifesting a spike in Pokémon card scams in the Republic. A 1000-strong crowd also prematurely shut down the launch of the latest card set at Jewel's Pokémon Centre in Jan 2025. ST speaks with three local trading card stores, and Pokémon card collectors and players, to discuss the reasons behind the cards' return to the spotlight, and how it may affect them. (ST PHOTO: LIM YAOHUI)",img
https://cassette.sphdigital.com.sg/image/straitstimes/6ec4975b7ef6932c83c11eb364a639b573d73eb8324d057c6a43e688edace10c,"In Singapore, the government and employers have implemented various initiatives to raise awareness of mental health in the workplace.",img
https://cassette.sphdigital.com.sg/image/straitstimes/5153f902afcd89afde14d06c9bf8122088574c2686d92c80d7e872f13c490896,"Street signs hang outside the New York Stock Exchange (NYSE) at Wall Street in New York on February 3, 2025. (Photo by ANGELA WEISS / AFP)",img
https://cassette.sphdigital.com.sg/image/straitstimes/498f8aacdd7e80e21b1bd6d3c32644750ae4a0b3d86ecddcc11b7df8c18e3e65,An expert shows how fresh entrants to the workforce can gain the prior experience employers increasingly seek.,img
https://cassette.sphdigital.com.sg/image/straitstimes/135cd7d970d77115e987a212429189d3e7f91ef5233754a5f8fa2c1ad9b6e1c5,"To nurture a bilingual child, it helps to have a positive attitude towards the language, provide resources like storybooks and learn alongside the child.",img
https://cassette.sphdigital.com.sg/image/straitstimes/494767a53e746e052811dc2393fa088699e46b9ce1760f61bdb3e504cc6ffb5e,The author realised belatedly that she did not prioritise borrowing Chinese storybooks from the library.,img
https://cassette.sphdigital.com.sg/image/straitstimes/05c7f35415dc4d3f0776ce9bea984c342f44533c1dd0eb7e66bda0e0fe83a458,"The ArtScience Museum’s new learning centre, ArtScience Laboratory, offers a varied selection of free workshops daily.",img
https://cassette.sphdigital.com.sg/image/straitstimes/064629754c290f0f12d972a2da84e7c8ec47f834ca2aad5c8102e105a67a1c1f,"Mr Sean Chua, co-founder of Winners Education Centre, with his Chemistry tuition students.


Credit: Winners Education Centre",img
https://cassette.sphdigital.com.sg/image/straitstimes/a8c59c7e362cb1fe4b80e413417ad991b8824c61833dd1cd112e125307578e30,"epa11938901 Rescuers evacuate flood-affected residents on rubber boats in a residential area in Bekasi, West Java, Indonesia, 04 March 2025. More than 1,400 people were affected by flooding following heavy rains, and thousands of homes were damaged in Jakarta, Bogor, Depok, and Bekasi, according to the National Board for Disaster Management (BNPB).  EPA-EFE/MAST IRHAM",img
